xh,yxsh,zym,xkmlm,pyfsm,xslbm,sznj,pyccm,ldfsm,xsdqztm,xsccm,szbh,rxny,sfyxj,sfygjxj,xqh,xz
201489089,000308,7003,,,007,2014,,,07,,软件1417,,0,0,02,01
201539270,000310,6403,08,,006,2015,,,07,,双外英1501,,0,0,01,03
201559179,000356,9111,08,,006,2015,,,07,,双管信1502,,0,0,01,03
201539379,000310,6403,08,,006,2015,,,07,,双外英1504,,0,0,01,03
201529174,000356,9111,08,,006,2015,,,07,,双管信1501,,0,0,01,03
201549275,000310,6403,08,,006,2015,,,07,,双外英1502,,0,0,01,03
201459477,000310,6403,,,006,2014,,,07,,外英双1402,,0,0,01,03
201479277,000356,9111,,,006,2014,,,07,,管信双1401,,0,0,01,03
201429960,000357,6301,,,005,2012,,,07,,人文广1201,201503,0,0,01,01
201419473,000310,6403,,,006,2014,,,07,,外英双1401,,0,0,01,03
201409579,000310,6403,,,006,2014,,,07,,外英双1403,,0,0,01,03
201566010,000305,5610,08,,001,2015,,,01,,机制1507,201509,1,1,01,01
201524078,000305,5610,08,,001,2015,,,01,,机制1505,201509,1,1,01,01
201514097,000301,5029,08,,001,2015,,,01,,化高1501,201509,1,1,01,01
201515016,000352,6110,08,,001,2015,,,01,,土木1502,201509,1,1,01,01
201575014,000352,6110,08,,001,2015,,,01,,土木1503,201509,1,1,01,01
201555027,000352,6101,08,,001,2015,,,01,,土水1501,201509,1,1,01,01
201515126,000352,6107,08,,001,2015,,,01,,土港1502,201509,1,1,01,01
201525031,000352,6112,12,,001,2015,,,01,,土管1501,201509,1,1,01,01
201555049,000352,6131,08,,001,2015,,,03,,土交1501,201509,0,0,01,01
201505064,000352,6115,08,,001,2015,,,01,,国际土1501,201509,1,1,01,01
201525178,000307,6201,08,,001,2015,,,01,,建1502,201509,1,1,01,02
201505187,000307,6210,08,,001,2015,,,01,,建视1501,201509,1,1,01,01
201505099,000301,5028,08,,001,2015,,,01,,化药1501,201509,1,1,01,01
201418124,000353,7806,,,001,2014,,,07,,电自1402,201409,0,0,01,01
201448035,000353,7809,,,001,2014,,,07,,电通1402,201409,0,0,01,01
201418133,000353,7809,,,001,2014,,,07,,电通1401,201409,0,0,01,01
201428042,000353,7805,,,001,2014,,,07,,电集1402,201409,0,0,01,01
201408057,000353,7807,,,001,2014,,,01,,电计1401,201409,0,1,01,01
201468059,000353,7807,,,001,2014,,,07,,电计1401,201409,0,0,01,01
201416074,000305,5610,,,001,2014,,,07,,机制1408,201409,0,0,01,01
201457013,000351,7901,,,001,2014,,,07,,运船1403,201409,0,0,01,01
201407025,000351,7902,,,001,2014,,,01,,运力1402,201409,1,1,01,01
201467023,000351,7902,,,001,2014,,,07,,运力1402,201409,0,0,01,01
201408075,000353,7803,,,001,2014,,,01,,电计日1402,201409,1,1,01,02
201417048,000351,7905,,,001,2014,,,07,,运航1401,201409,0,0,01,01
201437059,000351,7909,,,001,2014,,,01,,运创1401,201409,1,1,01,01
201458014,000353,7891,,,001,2014,,,07,,电气1401,201409,0,0,01,01
201418021,000353,7806,,,001,2014,,,07,,电自1403,201409,0,0,01,01
201498021,000353,7806,,,001,2014,,,07,,电自1403,201409,0,0,01,01
201820082,000310,6405,,,001,2018,,,01,,外英类1802,201809,1,1,01,01
201748027,000353,7806,,,001,2017,,,01,,电自1702,201709,1,1,01,01
201779049,000300,70104,,,001,2017,,,01,,国际软1704,201709,1,1,02,01
201821014,000311,5290,,,001,2018,,,01,,数1805,201809,1,1,01,01
201516118,000305,5610,08,,001,2015,,,01,,机制1506,201509,1,1,01,01
201728036,000353,7808,,,001,2017,,,01,,电信1703,201709,1,1,01,01
201769143,000300,70104,,,001,2017,,,01,,国际软1706,201709,1,1,02,01
201821111,000311,5290,,,001,2018,,,01,,数1804,201809,1,1,01,01
201756031,000305,5625,,,001,2017,,,01,,机日1701,201709,1,1,01,02
201708139,000353,7808,,,001,2017,,,01,,电信1705,201709,1,1,01,01
201812001,000360,9301,,,001,2018,,,01,,光电类1802,201809,1,1,01,01
201756039,000305,5625,,,001,2017,,,07,,机日1701,201709,0,0,01,02
201756044,000317,5890,,,001,2017,,,01,,动1705,201709,1,1,01,01
201719054,000329,8101,,,001,2017,,,01,,微集1701,201709,1,1,02,01
201802176,000914,980100,,,001,2018,,,01,,石化1801,201809,1,1,03,01
201776042,000317,5890,,,001,2017,,,01,,动1702,201709,1,1,01,01
201728054,000353,7807,,,001,2017,,,01,,电计1703,201709,1,1,01,01
201709156,000329,8102,,,001,2017,,,01,,微电1701,201709,1,1,02,01
201872278,000914,980100,,,001,2018,,,01,,石化1802,201809,1,1,03,01
201756141,000317,5890,,,001,2017,,,01,,动1703,201709,1,1,01,01
201728065,000353,7801,,,001,2017,,,01,,电医1702,201709,1,1,01,01
201852034,000363,981002,,,001,2018,,,01,,应化国1801,201809,1,1,03,01
201716053,000316,5790,,,001,2017,,,01,,材1701,201709,1,1,01,01
201758068,000353,7801,,,001,2017,,,01,,电医1702,201709,1,1,01,01
201739081,000352,6191,,,007,2017,,,01,,土水类1705,,1,0,01,
201822178,000914,980100,,,001,2018,,,01,,石化1807,201809,1,1,03,01
201706151,000316,5790,,,001,2017,,,01,,材1705,201709,1,1,01,01
201709202,000362,9202,,,001,2017,,,01,,工力1701,201709,1,1,01,01
201739100,000362,9201,,,001,2017,,,01,,应物1701,201709,1,1,01,01
201870001,000328,8001,,,001,2018,,,01,,民族1801,201809,1,1,01,03
201852085,000911,980601,,,001,2018,,,01,,海技1801,201809,1,1,03,01
201716066,000316,5710,,,001,2017,,,01,,材日1701,201709,1,1,01,02
201870009,000328,8001,,,001,2018,,,01,,民族1801,201809,1,1,01,03
201842051,000363,981001,,,001,2018,,,01,,过控国1803,201809,1,1,03,01
201737010,000351,7901,,,001,2017,,,01,,运船1704,201709,1,1,01,01
201810111,000357,6308,,,001,2018,,,01,,人哲1801,201809,1,1,01,01
201892089,000911,980601,,,001,2018,,,01,,海技1803,201809,1,1,03,01
201797016,000351,7901,,,001,2017,,,01,,运船1702,201709,1,1,01,01
201830027,000357,6302,,,001,2018,,,01,,人管1801,201809,1,1,01,01
201822013,000312,530503,,,001,2018,,,01,,物应1801,201809,1,1,01,01
201519277,000310,6403,08,,006,2015,,,07,,双外英1501,,0,0,01,03
201549177,000356,9111,08,,006,2015,,,07,,双管信1502,,0,0,01,03
201539370,000310,6403,08,,006,2015,,,07,,双外英1504,,0,0,01,03
201509173,000356,9112,08,,006,2015,,,07,,双管金1501,,0,0,01,03
201429271,000356,9111,,,006,2014,,,07,,管信双1402,,0,0,01,03
201439478,000310,6403,,,006,2014,,,07,,外英双1401,,0,0,01,03
201459083,000316,5711,,,007,2014,,,07,,材1402,,0,0,01,01
201589270,000310,6403,08,,006,2015,,,07,,双外英1502,,0,0,01,03
201479474,000310,6403,,,006,2014,,,07,,外英双1402,,0,0,01,03
201439579,000310,6403,,,006,2014,,,07,,外英双1404,,0,0,01,03
201556018,000305,5620,08,,001,2015,,,01,,机测1501,201509,1,1,01,01
201514078,000301,5028,08,,001,2015,,,01,,化药1501,201509,1,1,01,01
201524084,000301,5028,08,,001,2015,,,01,,化药1501,201509,1,1,01,01
201505018,000352,6110,08,,001,2015,,,01,,土木1502,201509,1,1,01,01
201515022,000352,6101,08,,001,2015,,,01,,土水1501,201509,1,1,01,01
201585021,000352,6101,08,,001,2015,,,01,,土水1502,201509,1,1,01,01
201535129,000352,6101,08,,001,2015,,,01,,土水1502,201509,1,1,01,01
201515044,000352,6131,08,,001,2015,,,01,,土交1502,201509,1,1,01,01
201525056,000352,6102,08,,001,2015,,,01,,土环1502,201509,1,1,01,01
201505177,000307,6201,08,,001,2015,,,01,,建1501,201509,1,1,01,02
201505274,000307,6209,08,,001,2015,,,01,,建规1501,201509,1,1,01,02
201535183,000307,6211,08,,001,2015,,,01,,建环1501,201509,1,1,01,01
201506013,000305,5610,08,,001,2015,,,01,,机制1505,201509,1,1,01,01
201448034,000353,7809,,,001,2014,,,07,,电通1402,201409,0,0,01,01
201408139,000353,7802,,,001,2014,,,07,,电英1401,201409,0,0,01,01
201489081,000308,7003,,,007,2014,,,07,,软件1417,,0,0,02,01
201529273,000310,6403,08,,006,2015,,,07,,双外英1501,,0,0,01,03
201559171,000356,9111,08,,006,2015,,,07,,双管信1502,,0,0,01,03
201539371,000310,6403,08,,006,2015,,,07,,双外英1504,,0,0,01,03
201519175,000356,9111,08,,006,2015,,,07,,双管信1501,,0,0,01,03
201539278,000310,6403,08,,006,2015,,,07,,双外英1501,,0,0,01,03
201449474,000310,6403,,,006,2014,,,07,,外英双1401,,0,0,01,03
201439479,000310,6403,,,006,2014,,,07,,外英双1401,,0,0,01,03
201609995,000301,5008,,,004,2016,,,07,,化1601,,0,0,,01
201409478,000310,6403,,,006,2014,,,07,,外英双1401,,0,0,01,03
201409571,000310,6403,,,006,2014,,,07,,外英双1403,,0,0,01,03
201556019,000305,5610,08,,001,2015,,,01,,机制1503,201509,1,1,01,01
201524070,000340,7603,08,,001,2015,,,01,,生科1501,201509,1,1,01,01
201504094,000301,5029,08,,001,2015,,,01,,化高1502,201509,1,1,01,01
201505019,000352,6110,08,,001,2015,,,01,,土木1501,201509,1,1,01,01
201585019,000352,6110,08,,001,2015,,,01,,土木1503,201509,1,1,01,01
201545024,000352,6101,08,,001,2015,,,01,,土水1501,201509,1,1,01,01
201505129,000352,6101,08,,001,2015,,,01,,土水1501,201509,1,1,01,01
201515038,000352,6112,12,,001,2016,,,01,,土管1601,201509,1,1,01,01
201555041,000353,7807,08,,001,2015,,,01,,电计1504,201509,1,1,01,01
201545059,000357,6307,08,,001,2015,,,01,,人法1501,201509,1,1,01,01
201525170,000307,6201,08,,001,2015,,,01,,建1502,201509,1,1,01,02
201535274,000307,6209,08,,001,2015,,,01,,建规1501,201509,1,1,01,02
201505091,000307,6202,08,,001,2015,,,01,,建工1501,201509,1,1,01,01
201408127,000353,7806,,,001,2014,,,07,,电自1403,201409,0,0,01,01
201408138,000353,7808,,,001,2014,,,07,,电子1401,201409,0,0,01,01
201408130,000353,7809,,,001,2014,,,07,,电通1401,201409,0,0,01,01
201418047,000353,7805,,,001,2014,,,07,,电集1401,201409,0,0,01,01
201418054,000353,7807,,,001,2014,,,07,,电计1401,201409,0,0,01,01
201478056,000353,7807,,,001,2014,,,07,,电计1403,201409,0,0,01,01
201426075,000305,5610,,,001,2014,,,01,,机制1408,201409,1,1,01,01
201467016,000351,7901,,,001,2014,,,07,,运船1404,201409,0,0,01,01
201427027,000351,7902,,,001,2014,,,07,,运力1401,201409,0,0,01,01
201477020,000351,7902,,,001,2014,,,07,,运力1403,201409,0,0,01,01
201418072,000353,7803,,,001,2014,,,01,,电计日1402,201409,1,1,01,02
201427041,000351,7905,,,001,2014,,,07,,运航1402,201409,0,0,01,01
201408013,000353,7891,,,001,2014,,,07,,电气1403,201409,0,0,01,01
201468015,000353,7891,,,001,2014,,,07,,电气1403,201409,0,0,01,01
201418029,000353,7806,,,001,2014,,,07,,电自1401,201409,0,0,01,01
201719047,000300,70104,,,001,2017,,,01,,国际软1701,201709,1,1,02,01
201830085,000310,6405,,,001,2018,,,01,,外英类1803,201809,1,1,01,01
201758024,000353,7806,,,001,2017,,,01,,电自1703,201709,1,1,01,01
201789044,000300,70104,,,001,2017,,,01,,国际软1705,201709,1,1,02,01
201831017,000311,5290,,,001,2018,,,01,,数1806,201809,1,1,01,01
201526111,000305,5610,08,,001,2015,,,01,,机制1505,201509,1,1,01,01
201738031,000353,7808,,,001,2017,,,01,,电信1703,201709,1,1,01,01
201861010,000311,5290,,,001,2018,,,01,,数1803,201809,1,1,01,01
201726027,000305,5691,,,001,2017,,,01,,机创1701,201709,1,1,01,01
201748034,000353,7808,,,001,2017,,,01,,电信1702,201709,1,1,01,01
201708131,000353,7808,,,001,2017,,,01,,电信1704,201709,1,1,01,01
201821119,000311,5290,,,001,2018,,,01,,数1801,201809,1,1,01,01
201766030,000305,5625,,,001,2017,,,01,,机日1702,201709,1,1,01,02
201718136,000353,7808,,,001,2017,,,01,,电信1705,201709,1,1,01,01
201729055,000329,8101,,,001,2017,,,01,,微集1701,201709,1,1,02,01
201822008,000360,9301,,,001,2018,,,01,,光电类1801,201809,1,1,01,01
201786043,000317,5890,,,001,2017,,,01,,动1701,201709,1,1,01,01
201738057,000353,7807,,,001,2017,,,01,,电计1702,201709,1,1,01,01
201719151,000329,8102,,,001,2017,,,07,,微电1702,201709,0,0,02,01
201842271,000914,980100,,,001,2018,,,01,,石化1802,201809,1,1,03,01
201756149,000317,5890,,,001,2017,,,01,,动1703,201709,1,1,01,01
201718064,000353,7801,,,001,2017,,,01,,电医1701,201709,1,1,01,01
201709963,000301,5003,,,005,2016,,,07,,国际化1601,201708,0,0,01,03
201802055,000363,981001,,,001,2018,,,01,,过控国1803,201809,1,1,03,01
201748063,000353,7801,,,001,2017,,,01,,电医1702,201709,1,1,01,01
201729086,000352,6191,,,007,2017,,,01,,土水类1702,,1,0,01,
201822170,000914,980100,,,001,2018,,,01,,石化1803,201809,1,1,03,01
201796053,000316,5790,,,001,2017,,,01,,材1703,201709,1,1,01,01
201736158,000316,5790,,,001,2017,,,01,,材1706,201709,1,1,01,01
201729103,000362,9201,,,001,2017,,,01,,应物1701,201709,1,1,01,01
201860006,000328,8001,,,001,2018,,,01,,民族1801,201809,1,1,01,03
201842082,000911,980601,,,001,2018,,,01,,海技1803,201809,1,1,03,01
201706069,000316,5710,,,001,2017,,,01,,材日1701,201709,1,1,01,02
201729020,000307,6209,,,001,2017,,,01,,建规1701,201709,1,1,01,02
201832054,000363,981001,,,001,2018,,,01,,过控国1801,201809,1,1,03,01
201727013,000351,7901,,,001,2017,,,01,,运船1704,201709,1,1,01,01
201850010,000357,6390,,,001,2018,,,01,,人传类1802,201809,1,1,01,01
201892081,000911,980601,,,001,2018,,,01,,海技1802,201809,1,1,03,01
201787019,000351,7901,,,001,2017,,,01,,运船1704,201709,1,1,01,01
201820024,000357,6302,,,001,2018,,,01,,人管1802,201809,1,1,01,01
201812016,000312,530503,,,001,2018,,,01,,物应1801,201809,1,1,01,01
201529272,000310,6403,08,,006,2015,,,07,,双外英1501,,0,0,01,03
201559170,000356,9111,08,,006,2015,,,07,,双管信1502,,0,0,01,03
201539378,000310,6403,08,,006,2015,,,07,,双外英1504,,0,0,01,03
201519174,000356,9111,08,,006,2015,,,07,,双管信1501,,0,0,01,03
201429279,000356,9111,,,006,2014,,,07,,管信双1402,,0,0,01,03
201479276,000356,9111,,,006,2014,,,07,,管信双1401,,0,0,01,03
201469086,000301,5050,,,007,2014,,,07,,化工1402,,0,0,01,01
201589278,000310,6403,08,,006,2015,,,07,,双外英1503,,0,0,01,03
201419968,000307,6201,,,005,2014,,,07,,建1401,201409,0,0,01,01
201449574,000310,6403,,,006,2014,,,07,,外英双1404,,0,0,01,03
201526015,000305,5610,08,,001,2015,,,01,,机制1506,201509,1,1,01,01
201524071,000340,7602,08,,001,2015,,,01,,生工1501,201509,1,1,01,01
201504095,000301,5029,08,,001,2015,,,01,,化高1501,201509,1,1,01,01
201515017,000352,6110,08,,001,2015,,,01,,土木1503,201509,1,1,01,01
201505029,000352,6101,08,,001,2015,,,01,,土水1502,201509,1,1,01,01
201575024,000352,6107,08,,001,2015,,,01,,土港1501,201509,1,1,01,01
201535121,000352,6103,08,,001,2015,,,01,,土海1501,201509,1,1,01,01
201505043,000352,6131,08,,001,2015,,,01,,土交1502,201509,1,1,01,01
201515053,000352,6102,08,,001,2015,,,01,,土环1502,201509,1,1,01,01
201535064,000352,6110,08,,001,2015,,,01,,土木1501,201509,1,1,01,01
201555174,000307,6201,08,,001,2015,,,01,,建1502,201509,0,1,01,02
201525184,000307,6211,08,,001,2015,,,01,,建环1501,201509,1,1,01,01
201535099,000307,6202,08,,001,2015,,,01,,建工1502,201509,1,1,01,01
201438039,000353,7809,,,001,2014,,,07,,电通1401,201409,0,0,01,01
201408131,000353,7809,,,001,2014,,,07,,电通1402,201409,0,0,01,01
201419969,000356,9103,,,005,2011,,,07,,管信1102,201503,0,0,01,01
201429083,000310,6402,,,007,2014,,,07,,外日1402,,0,0,01,01
201509271,000310,6403,08,,006,2015,,,07,,双外英1501,,0,0,01,03
201509073,000357,6321,08,,006,2015,,,07,,双人管1501,,0,0,01,03
201589271,000310,6403,08,,006,2015,,,07,,双外英1502,,0,0,01,03
201559377,000310,6404,08,,006,2015,,,07,,双外日1501,,0,0,01,03
201469274,000356,9111,,,006,2014,,,07,,管信双1401,,0,0,01,03
201419064,000356,9101,,,005,2014,,,07,,管经1402,201409,0,0,01,01
201449085,000356,9103,,,007,2014,,,07,,管信1401,,0,0,01,01
201489470,000310,6403,,,006,2014,,,07,,外英双1402,,0,0,01,03
201449575,000310,6403,,,006,2014,,,07,,外英双1404,,0,0,01,03
201556011,000305,5610,08,,001,2015,,,01,,机制1506,201509,1,1,01,01
201554075,000340,7602,08,,001,2015,,,01,,生工1501,201509,1,1,01,01
201534095,000301,5029,08,,001,2015,,,01,,化高1501,201509,1,1,01,01
201535018,000308,7003,08,,001,2015,,,01,,软件1514,201509,1,1,02,01
201515023,000352,6101,08,,001,2015,,,01,,土水1502,201509,1,1,01,01
201585020,000352,6107,08,,001,2015,,,01,,土港1502,201509,1,1,01,01
201535128,000352,6101,08,,001,2015,,,01,,土水1501,201509,1,1,01,01
201515045,000352,6131,08,,001,2015,,,01,,土交1502,201509,1,1,01,01
201515052,000352,6102,08,,001,2015,,,03,,土环1501,201509,0,0,01,01
201535065,000352,6115,08,,001,2015,,,01,,国际土1501,201509,0,1,01,01
201555175,000307,6201,08,,001,2015,,,01,,建1502,201509,1,1,01,02
201535182,000307,6210,08,,001,2015,,,01,,建视1501,201509,1,1,01,01
201535090,000307,6202,08,,001,2015,,,01,,建工1501,201509,1,1,01,01
201418036,000353,7808,,,001,2014,,,07,,电子1404,201409,0,0,01,01
201478034,000353,7809,,,001,2014,,,01,,电通1402,201409,1,1,01,01
201438139,000353,7809,,,001,2014,,,07,,电通1401,201409,0,0,01,01
201448048,000353,7805,,,001,2014,,,07,,电集1401,201409,0,0,01,01
201458050,000353,7807,,,001,2014,,,07,,电计1403,201409,0,0,01,01
201428064,000353,7801,,,001,2014,,,07,,电医1401,201409,0,0,01,01
201437015,000351,7901,,,001,2014,,,07,,运船1402,201409,0,0,01,01
201497017,000351,7901,,,001,2014,,,07,,运船1402,201409,0,0,01,01
201427034,000351,7903,,,001,2014,,,07,,运英1403,201409,0,0,01,01
201437037,000351,7903,,,001,2014,,,07,,运英1402,201409,0,0,01,01
201477033,000351,7903,,,001,2014,,,07,,运英1401,201409,0,0,01,01
201417053,000351,7909,,,001,2014,,,01,,运创1401,201409,1,1,01,01
201428019,000353,7891,,,001,2014,,,07,,电气1403,201409,0,0,01,01
201498018,000353,7891,,,001,2014,,,07,,电气1404,201409,0,0,01,01
201468024,000353,7806,,,001,2014,,,07,,电自1404,201409,0,0,01,01
201749048,000300,70104,,,001,2017,,,01,,国际软1702,201709,1,1,02,01
201810094,000310,6402,,,001,2018,,,01,,外日1801,201809,1,1,01,01
201798020,000353,7806,,,001,2017,,,01,,电自1701,201709,1,1,01,01
201801012,000311,5290,,,001,2018,,,01,,数1801,201809,1,1,01,01
201596015,000305,5610,08,,001,2015,,,01,,机制1504,201509,1,1,01,01
201708122,000353,7806,,,001,2017,,,01,,电自1703,201709,1,1,01,01
201749141,000300,70104,,,001,2017,,,01,,国际软1706,201709,1,1,02,01
201801113,000311,5290,,,001,2018,,,01,,数1805,201809,1,1,01,01
201726034,000305,5625,,,001,2017,,,01,,机日1702,201709,1,1,01,02
201788030,000353,7808,,,001,2017,,,01,,电信1704,201709,1,1,01,01
201799142,000300,70104,,,001,2017,,,01,,国际软1702,201709,1,1,02,01
201871112,000311,5290,,,001,2018,,,01,,数1805,201809,1,1,01,01
201726049,000317,5890,,,001,2017,,,01,,动1704,201709,1,1,01,01
201748135,000353,7808,,,001,2017,,,01,,电信1702,201709,1,1,01,01
201759058,000329,8101,,,001,2017,,,01,,微集1701,201709,1,1,02,01
201862004,000360,9301,,,001,2018,,,01,,光电类1803,201809,1,1,01,01
201716145,000317,5890,,,001,2017,,,01,,动1706,201709,1,1,01,01
201768050,000353,7807,,,001,2017,,,01,,电计1703,201709,1,1,01,01
201739153,000329,8102,,,001,2017,,,01,,微电1702,201709,1,1,02,01
201872270,000914,980100,,,001,2018,,,01,,石化1804,201809,1,1,03,01
201736147,000353,7808,,,001,2017,,,01,,电信1705,201709,1,1,01,01
201788052,000353,7807,,,001,2017,,,01,,电计1701,201709,1,1,01,01
201709062,000353,7808,,,005,2017,,,01,,电信1701,201709,1,0,01,01
201872032,000363,981002,,,001,2018,,,01,,应化国1801,201809,1,1,03,01
201736059,000316,5790,,,001,2017,,,01,,材1703,201709,1,1,01,01
201718077,000353,7803,,,001,2017,,,01,,电计日1701,201709,1,1,01,02
201800004,000328,8001,,,001,2018,,,01,,民族1802,201809,1,1,01,03
201852175,000914,980100,,,001,2018,,,01,,石化1802,201809,1,1,03,01
201706159,000316,5790,,,001,2017,,,01,,材1701,201709,1,1,01,01
201738080,000353,7814,,,001,2017,,,01,,电创1701,201709,1,1,01,01
201830005,000328,8001,,,001,2018,,,01,,民族1802,201809,1,1,01,03
201812089,000911,980601,,,001,2018,,,01,,海技1801,201809,1,1,03,01
201756152,000316,5790,,,001,2017,,,01,,材1702,201709,1,1,01,01
201707011,000351,7901,,,001,2017,,,01,,运船1701,201709,1,1,01,01
201820015,000357,6390,,,001,2018,,,01,,人传类1802,201809,1,1,01,01
201862053,000363,981001,,,001,2018,,,01,,过控国1802,201809,1,1,03,01
201757012,000351,7901,,,001,2017,,,01,,运船1702,201709,1,1,01,01
201820118,000357,6308,,,001,2018,,,01,,人哲1801,201809,1,1,01,01
201802091,000915,980202,,,001,2018,,,01,,环生1803,201809,1,1,03,01
201717113,000353,7806,,,001,2017,,,01,,电自1702,201709,1,1,01,01
201810032,000356,9101,,,001,2018,,,01,,管经1802,201809,1,1,01,01
201489088,000308,7003,,,007,2014,,,07,,软件1417,,0,0,02,01
201429082,000310,6402,,,007,2014,,,07,,外日1401,,0,0,01,01
201509379,000310,6403,08,,006,2015,,,07,,双外英1503,,0,0,01,03
201519071,000357,6321,08,,006,2015,,,07,,双人管1501,,0,0,01,03
201549274,000310,6403,08,,006,2015,,,07,,双外英1502,,0,0,01,03
201419270,000356,9112,,,006,2014,,,07,,管金双1401,,0,0,01,03
201409174,000357,6321,,,006,2014,,,07,,人管双1401,,0,0,01,03
201449084,000352,6110,,,007,2014,,,07,,土木1401,,0,0,01,01
201419472,000310,6403,,,006,2014,,,07,,外英双1401,,0,0,01,03
201419577,000310,6403,,,006,2014,,,07,,外英双1403,,0,0,01,03
201409967,000339,6991,,,005,2014,,,07,,环1403,201409,0,0,01,01
201566011,000305,5610,08,,001,2015,,,01,,机制1507,201509,1,1,01,01
201554074,000340,7601,08,,001,2015,,,03,,生1501,201509,0,0,01,01
201544091,000301,5029,08,,001,2015,,,01,,化高1502,201509,1,1,01,01
201545014,000352,6110,08,,001,2015,,,01,,土木1501,201509,1,1,01,01
201575015,000352,6110,08,,001,2015,,,01,,土木1502,201509,1,1,01,01
201535028,000352,6107,08,,001,2015,,,01,,土港1501,201509,1,1,01,01
201505120,000352,6107,08,,001,2015,,,01,,土港1502,201509,1,1,01,01
201515031,000356,9108,12,,001,2015,,,01,,管工1502,201509,1,1,01,01
201545047,000352,6131,08,,001,2015,,,01,,土交1501,201509,1,1,01,01
201545058,000352,6102,08,,001,2015,,,01,,土环1501,201509,1,1,01,01
201525171,000307,6201,08,,001,2015,,,01,,建1501,201509,1,1,01,02
201535275,000307,6209,08,,001,2015,,,01,,建规1501,201509,1,1,01,02
201505098,000307,6202,08,,001,2015,,,01,,建工1501,201509,1,1,01,01
201428032,000353,7808,,,001,2014,,,07,,电子1404,201409,0,0,01,01
201479084,000308,7003,,,007,2014,,,07,,软件1417,,0,0,02,01
201519276,000310,6403,08,,006,2015,,,07,,双外英1501,,0,0,01,03
201549176,000356,9111,08,,006,2015,,,07,,双管信1502,,0,0,01,03
201529376,000310,6403,08,,006,2015,,,07,,双外英1504,,0,0,01,03
201509172,000356,9112,08,,006,2015,,,07,,双管金1501,,0,0,01,03
201509370,000310,6403,08,,006,2015,,,07,,双外英1503,,0,0,01,03
201449272,000356,9111,,,006,2014,,,07,,管信双1402,,0,0,01,03
201439471,000310,6403,,,006,2014,,,07,,外英双1401,,0,0,01,03
201419961,000305,5690,,,005,2014,,,07,,机1401,201409,0,0,01,01
201419172,000357,6321,,,006,2014,,,07,,人管双1401,,0,0,01,03
201499473,000310,6403,,,006,2014,,,07,,外英双1403,,0,0,01,03
201526014,000305,5610,08,,001,2015,,,01,,机制1502,201509,1,1,01,01
201514079,000340,7602,08,,001,2015,,,01,,生工1501,201509,1,1,01,01
201524085,000301,5028,08,,001,2015,,,01,,化药1501,201509,1,1,01,01
201505011,000352,6110,08,,001,2015,,,01,,土木1503,201509,1,1,01,01
201565017,000352,6110,08,,001,2015,,,01,,土木1503,201509,1,1,01,01
201535029,000352,6107,08,,001,2015,,,01,,土港1502,201509,1,1,01,01
201505121,000352,6103,08,,001,2015,,,01,,土海1501,201509,1,1,01,01
201515030,000352,6112,12,,001,2015,,,01,,土管1501,201509,1,1,01,01
201545046,000352,6131,08,,001,2015,,,01,,土交1501,201509,1,1,01,01
201545051,000352,6102,08,,001,2015,,,01,,土环1501,201509,1,1,01,01
201515179,000307,6201,08,,001,2015,,,01,,建1501,201509,0,1,01,02
201525277,000307,6209,08,,001,2015,,,01,,建规1501,201509,1,1,01,02
201505284,000307,6205,08,,001,2015,,,01,,建雕1501,201509,1,1,01,01
201498029,000353,7806,,,001,2014,,,07,,电自1404,201409,0,0,01,01
201438038,000353,7802,,,001,2014,,,07,,电英1401,201409,0,0,01,01
201498036,000353,7809,,,001,2014,,,07,,电通1401,201409,0,0,01,01
201408044,000353,7805,,,001,2014,,,07,,电集1401,201409,0,0,01,01
201428055,000353,7807,,,001,2014,,,07,,电计1401,201409,0,0,01,01
201488057,000353,7807,,,001,2014,,,01,,电计1403,201409,1,1,01,01
201407014,000351,7901,,,001,2014,,,07,,运船1402,201409,0,0,01,01
201477011,000351,7901,,,001,2014,,,07,,运船1404,201409,0,0,01,01
201417022,000351,7902,,,001,2014,,,07,,运力1402,201409,0,0,01,01
201477028,000353,7891,,,001,2014,,,01,,电气1402,201409,1,0,01,01
201457039,000351,7903,,,001,2014,,,07,,运英1401,201409,0,0,01,01
201427049,000351,7905,,,001,2014,,,07,,运航1402,201409,0,0,01,01
201418010,000353,7891,,,001,2014,,,01,,电气1402,201409,1,1,01,01
201478012,000353,7891,,,001,2014,,,01,,电气1402,201409,1,1,01,01
201428020,000353,7806,,,001,2014,,,07,,电自1401,201409,0,0,01,01
201729042,000300,70104,,,001,2017,,,01,,国际软1703,201709,1,1,02,01
201840080,000310,6405,,,001,2018,,,01,,外英类1801,201809,1,1,01,01
201768025,000353,7806,,,001,2017,,,01,,电自1704,201709,1,1,01,01
201799047,000300,70104,,,001,2017,,,01,,国际软1704,201709,1,1,02,01
201841016,000311,5290,,,001,2018,,,01,,数1801,201809,1,1,01,01
201526119,000305,5610,08,,001,2015,,,01,,机制1504,201509,1,1,01,01
201738039,000353,7808,,,001,2017,,,01,,电信1704,201709,1,1,01,01
201861018,000311,5290,,,001,2018,,,01,,数1804,201809,1,1,01,01
201736024,000305,5691,,,001,2017,,,01,,机创1701,201709,1,1,01,01
201758037,000353,7808,,,001,2017,,,01,,电信1702,201709,1,1,01,01
201779140,000300,70104,,,001,2017,,,01,,国际软1704,201709,1,1,02,01
